metropolitan_area_name,efficiency,one_bedroom,two_bedroom,three_bedroom,four_bedroom,fmr_percentile,unnamed:_7,year
"El Paso, TX HUD Metro FMR Area",$672,$824,$977,"$1,361","$1,664",40,,2025
"Falls County, TX HUD Metro FMR Area",$589,$687,$826,"$1,174","$1,407",40,,2025
"Fort Worth-Arlington, TX HUD Metro FMR Area","$1,101","$1,234","$1,456","$1,927","$2,385",40,,2025
"Harrison County, TX HUD Metro FMR Area",$738,$760,"$1,000","$1,217","$1,343",40,,2025
"Houston-The Woodlands-Sugar Land, TX HUD Metro FMR Area","$1,030","$1,095","$1,307","$1,722","$2,226",40,,2025
"Hudspeth County, TX HUD Metro FMR Area",$631,$774,$918,"$1,117","$1,564",40,,2025
"Kendall County, TX HUD Metro FMR Area","$1,004","$1,216","$1,502","$1,828","$2,299",40,,2025
"Killeen-Temple, TX HUD Metro FMR Area",$749,$754,$957,"$1,360","$1,630",40,,2025
"Lampasas County, TX HUD Metro FMR Area",$681,$685,$902,"$1,272","$1,536",40,,2025
"Laredo, TX MSA",$791,$796,$995,"$1,276","$1,380",40,,2025
"Longview, TX HUD Metro FMR Area",$771,$848,"$1,009","$1,406","$1,561",40,,2025
"Lubbock, TX HUD Metro FMR Area",$726,$838,"$1,017","$1,425","$1,672",40,,2025
"Lynn County, TX HUD Metro FMR Area",$591,$681,$826,"$1,174","$1,407",40,,2025
"Martin County, TX HUD Metro FMR Area",$690,$694,$826,"$1,174","$1,407",40,,2025
"McAllen-Edinburg-Mission, TX MSA",$689,$693,$877,"$1,141","$1,257",40,,2025
"Medina County, TX HUD Metro FMR Area",$720,$763,"$1,005","$1,318","$1,350",40,,2025
"Midland, TX HUD Metro FMR Area","$1,111","$1,118","$1,330","$1,681","$2,265",40,,2025
"Odessa, TX MSA",$909,$915,"$1,205","$1,467","$1,688",40,,2025
"Oldham County, TX HUD Metro FMR Area",$678,$788,$984,"$1,198","$1,561",40,,2025
"Rusk County, TX HUD Metro FMR Area",$692,$697,$917,"$1,153","$1,302",40,,2025
"San Angelo, TX HUD Metro FMR Area",$713,$851,"$1,066","$1,395","$1,801",40,,2025
"San Antonio-New Braunfels, TX HUD Metro FMR Area",$918,"$1,057","$1,282","$1,631","$1,987",40,,2025
"Sherman-Denison, TX MSA",$733,$900,"$1,050","$1,419","$1,753",40,,2025
"Sterling County, TX HUD Metro FMR Area",$714,$853,"$1,068","$1,396","$1,803",40,,2025
"Texarkana, TX-Texarkana, AR HUD Metro FMR Area",$704,$709,$890,"$1,109","$1,444",40,,2025
"Tyler, TX MSA",$923,$927,"$1,133","$1,460","$1,787",40,,2025
"Victoria, TX MSA",$876,$949,"$1,180","$1,503","$1,696",40,,2025
"Waco, TX HUD Metro FMR Area",$710,$787,$996,"$1,307","$1,354",40,,2025
"Wichita Falls, TX MSA",$712,$771,$943,"$1,274","$1,459",40,,2025
"Wise County, TX HUD Metro FMR Area",$925,$946,"$1,068","$1,517","$1,544",40,,2025
FY2023 Texas FMR Local Area Summary,,,,,,,,2025
Locality Name,Metropolitan Area Name,Efficiency,One-Bedroom,Two-Bedroom,Three-Bedroom,Four-Bedroom,FMR Percentile,2025
Anderson County,"Anderson County, TX",$684,$755,$907,"$1,223","$1,434",40,2025
Andrews County,"Andrews County, TX",$874,"$1,006","$1,159","$1,506","$1,705",40,2025
Angelina County,"Angelina County, TX",$787,$790,$932,"$1,151","$1,252",40,2025
Aransas County,"Aransas County, TX",$798,$930,"$1,059","$1,505","$1,558",40,2025
Archer County,"Wichita Falls, TX MSA",$712,$771,$943,"$1,274","$1,459",40,2025
Armstrong County,"Amarillo, TX HUD Metro FMR Area",$670,$778,$972,"$1,322","$1,542",40,2025
Atascosa County,"Atascosa County, TX HUD Metro FMR Area",$725,$897,"$1,013","$1,233","$1,670",40,2025
Austin County,"Austin County, TX HUD Metro FMR Area",$639,$826,$955,"$1,357","$1,627",40,2025
Bailey County,"Bailey County, TX",$623,$658,$826,"$1,005","$1,215",40,2025
Bandera County,"San Antonio-New Braunfels, TX HUD Metro FMR Area",$918,"$1,057","$1,282","$1,631","$1,987",40,2025
Bastrop County,"Austin-Round Rock, TX MSA","$1,253","$1,386","$1,626","$2,088","$2,416",40,2025
Baylor County,"Baylor County, TX",$623,$636,$826,"$1,174","$1,215",40,2025
Bee County,"Bee County, TX",$794,$800,"$1,053","$1,395","$1,551",40,2025
Bell County,"Killeen-Temple, TX HUD Metro FMR Area",$749,$754,$957,"$1,360","$1,630",40,2025
Bexar County,"San Antonio-New Braunfels, TX HUD Metro FMR Area",$918,"$1,057","$1,282","$1,631","$1,987",40,2025
Blanco County,"Blanco County, TX",$817,$862,"$1,083","$1,318","$1,479",40,2025
Borden County,"Borden County, TX",$667,$705,$885,"$1,161","$1,302",40,2025
Bosque County,"Bosque County, TX",$623,$628,$826,"$1,143","$1,162",40,2025
Bowie County,"Texarkana, TX-Texarkana, AR HUD Metro FMR Area",$704,$709,$890,"$1,109","$1,444",40,2025
Brazoria County,"Brazoria County, TX HUD Metro FMR Area",$836,"$1,108","$1,251","$1,612","$2,131",40,2025
Brazos County,"College Station-Bryan, TX MSA",$839,$904,"$1,024","$1,455","$1,571",40,2025
Brewster County,"Brewster County, TX",$726,$787,$963,"$1,172","$1,533",40,2025
Briscoe County,"Briscoe County, TX",$623,$658,$826,"$1,174","$1,215",40,2025
Brooks County,"Brooks County, TX",$623,$658,$826,"$1,005","$1,215",40,2025
Brown County,"Brown County, TX",$609,$692,$911,"$1,186","$1,326",40,2025
Burleson County,"College Station-Bryan, TX MSA",$839,$904,"$1,024","$1,455","$1,571",40,2025
Burnet County,"Burnet County, TX",$657,$793,$983,"$1,352","$1,357",40,2025
Caldwell County,"Austin-Round Rock, TX MSA","$1,253","$1,386","$1,626","$2,088","$2,416",40,2025
Calhoun County,"Calhoun County, TX",$557,$731,$826,"$1,174","$1,215",40,2025
Callahan County,"Abilene, TX MSA",$732,$779,"$1,006","$1,360","$1,649",40,2025
Cameron County,"Brownsville-Harlingen, TX MSA",$632,$702,$893,"$1,156","$1,304",40,2025
Camp County,"Camp County, TX",$623,$628,$826,"$1,174","$1,247",40,2025
Carson County,"Amarillo, TX HUD Metro FMR Area",$670,$778,$972,"$1,322","$1,542",40,2025
Cass County,"Cass County, TX",$623,$628,$826,"$1,125","$1,407",40,2025
Castro County,"Castro County, TX",$623,$731,$826,"$1,174","$1,215",40,2025
Chambers County,"Houston-The Woodlands-Sugar Land, TX HUD Metro FMR Area","$1,030","$1,095","$1,307","$1,722","$2,226",40,2025
Cherokee County,"Cherokee County, TX",$570,$647,$852,"$1,211","$1,253",40,2025
Childress County,"Childress County, TX",$712,$720,$944,"$1,149","$1,389",40,2025
Clay County,"Wichita Falls, TX MSA",$712,$771,$943,"$1,274","$1,459",40,2025
Cochran County,"Cochran County, TX",$623,$658,$826,"$1,005","$1,110",40,2025
Coke County,"Coke County, TX",$623,$628,$826,"$1,005","$1,215",40,2025
Coleman County,"Coleman County, TX",$680,$685,$902,"$1,098","$1,212",40,2025
Collin County,"Dallas, TX HUD Metro FMR Area","$1,259","$1,326","$1,565","$1,972","$2,572",40,2025
Collingsworth County,"Collingsworth County, TX",$623,$731,$826,"$1,039","$1,215",40,2025
Colorado County,"Colorado County, TX",$672,$677,$891,"$1,115","$1,311",40,2025
Comal County,"San Antonio-New Braunfels, TX HUD Metro FMR Area",$918,"$1,057","$1,282","$1,631","$1,987",40,2025
Comanche County,"Comanche County, TX",$623,$731,$826,"$1,174","$1,231",40,2025
Concho County,"Concho County, TX",$777,$821,"$1,031","$1,352","$1,517",40,2025
Cooke County,"Cooke County, TX",$794,$799,"$1,013","$1,356","$1,506",40,2025
Coryell County,"Killeen-Temple, TX HUD Metro FMR Area",$749,$754,$957,"$1,360","$1,630",40,2025
Cottle County,"Cottle County, TX",$623,$658,$826,"$1,005","$1,407",40,2025
Crane County,"Crane County, TX",$692,$731,$918,"$1,117","$1,350",40,2025
Crockett County,"Crockett County, TX",$623,$658,$826,"$1,084","$1,215",40,2025
Crosby County,"Lubbock, TX HUD Metro FMR Area",$726,$838,"$1,017","$1,425","$1,672",40,2025
Culberson County,"Culberson County, TX",$667,$705,$885,"$1,161","$1,302",40,2025
Dallam County,"Dallam County, TX",$623,$731,$826,"$1,164","$1,272",40,2025
Dallas County,"Dallas, TX HUD Metro FMR Area","$1,259","$1,326","$1,565","$1,972","$2,572",40,2025
Dawson County,"Dawson County, TX",$623,$706,$826,"$1,105","$1,110",40,2025
Deaf Smith County,"Deaf Smith County, TX",$718,$722,$951,"$1,160","$1,409",40,2025
Delta County,"Delta County, TX",$623,$707,$826,"$1,168","$1,215",40,2025
Denton County,"Dallas, TX HUD Metro FMR Area","$1,259","$1,326","$1,565","$1,972","$2,572",40,2025
DeWitt County,"DeWitt County, TX",$731,$828,$969,"$1,200","$1,446",40,2025
Dickens County,"Dickens County, TX",$623,$658,$826,"$1,084","$1,215",40,2025
Dimmit County,"Dimmit County, TX",$623,$651,$826,"$1,174","$1,215",40,2025
Donley County,"Donley County, TX",$623,$628,$826,"$1,151","$1,215",40,2025
Duval County,"Duval County, TX",$623,$658,$826,"$1,147","$1,151",40,2025
Eastland County,"Eastland County, TX",$552,$731,$826,"$1,082","$1,407",40,2025
Ector County,"Odessa, TX MSA",$909,$915,"$1,205","$1,467","$1,688",40,2025
Edwards County,"Edwards County, TX",$667,$705,$885,"$1,161","$1,302",40,2025
El Paso County,"El Paso, TX HUD Metro FMR Area",$672,$824,$977,"$1,361","$1,664",40,2025
Ellis County,"Dallas, TX HUD Metro FMR Area","$1,259","$1,326","$1,565","$1,972","$2,572",40,2025
Erath County,"Erath County, TX",$766,$771,$949,"$1,349","$1,485",40,2025
Falls County,"Falls County, TX HUD Metro FMR Area",$589,$687,$826,"$1,174","$1,407",40,2025
Fannin County,"Fannin County, TX",$661,$666,$877,"$1,246","$1,406",40,2025
Fayette County,"Fayette County, TX",$688,$726,$912,"$1,253","$1,330",40,2025
Fisher County,"Fisher County, TX",$623,$628,$826,"$1,083","$1,215",40,2025
Floyd County,"Floyd County, TX",$690,$695,$915,"$1,114","$1,346",40,2025
Foard County,"Foard County, TX",$667,$705,$885,"$1,161","$1,302",40,2025
Fort Bend County,"Houston-The Woodlands-Sugar Land, TX HUD Metro FMR Area","$1,030","$1,095","$1,307","$1,722","$2,226",40,2025
Franklin County,"Franklin County, TX",$734,$739,$973,"$1,184","$1,353",40,2025
Freestone County,"Freestone County, TX",$623,$628,$826,"$1,017","$1,215",40,2025
Frio County,"Frio County, TX",$711,$835,$943,"$1,177","$1,606",40,2025
Gaines County,"Gaines County, TX",$624,$659,$828,"$1,008","$1,218",40,2025
Galveston County,"Houston-The Woodlands-Sugar Land, TX HUD Metro FMR Area","$1,030","$1,095","$1,307","$1,722","$2,226",40,2025
Garza County,"Garza County, TX",$626,$661,$830,"$1,064","$1,293",40,2025
Gillespie County,"Gillespie County, TX",$835,$841,"$1,107","$1,573","$1,628",40,2025
Glasscock County,"Glasscock County, TX",$667,$705,$885,"$1,161","$1,302",40,2025
Goliad County,"Victoria, TX MSA",$876,$949,"$1,180","$1,503","$1,696",40,2025
Gonzales County,"Gonzales County, TX",$633,$711,$839,"$1,192","$1,429",40,2025
Gray County,"Gray County, TX",$610,$693,$912,"$1,110","$1,227",40,2025
Grayson County,"Sherman-Denison, TX MSA",$733,$900,"$1,050","$1,419","$1,753",40,2025
Gregg County,"Longview, TX HUD Metro FMR Area",$771,$848,"$1,009","$1,406","$1,561",40,2025
Grimes County,"Grimes County, TX",$665,$702,$882,"$1,073","$1,239",40,2025
Guadalupe County,"San Antonio-New Braunfels, TX HUD Metro FMR Area",$918,"$1,057","$1,282","$1,631","$1,987",40,2025
Hale County,"Hale County, TX",$623,$721,$826,"$1,160","$1,407",40,2025
Hall County,"Hall County, TX",$623,$628,$826,"$1,106","$1,215",40,2025
Hamilton County,"Hamilton County, TX",$663,$674,$880,"$1,071","$1,182",40,2025
Hansford County,"Hansford County, TX",$724,$755,$960,"$1,168","$1,412",40,2025
Hardeman County,"Hardeman County, TX",$623,$628,$826,"$1,157","$1,215",40,2025
Hardin County,"Beaumont-Port Arthur, TX MSA",$792,$849,"$1,027","$1,343","$1,402",40,2025
Harris County,"Houston-The Woodlands-Sugar Land, TX HUD Metro FMR Area","$1,030","$1,095","$1,307","$1,722","$2,226",40,2025
Harrison County,"Harrison County, TX HUD Metro FMR Area",$738,$760,"$1,000","$1,217","$1,343",40,2025
Hartley County,"Hartley County, TX",$826,$872,"$1,095","$1,466","$1,471",40,2025
Haskell County,"Haskell County, TX",$623,$658,$826,"$1,174","$1,215",40,2025
Hays County,"Austin-Round Rock, TX MSA","$1,253","$1,386","$1,626","$2,088","$2,416",40,2025
Hemphill County,"Hemphill County, TX",$803,$809,"$1,065","$1,296","$1,567",40,2025
Henderson County,"Henderson County, TX",$691,$696,$906,"$1,203","$1,294",40,2025
Hidalgo County,"McAllen-Edinburg-Mission, TX MSA",$689,$693,$877,"$1,141","$1,257",40,2025
Hill County,"Hill County, TX",$590,$695,$882,"$1,171","$1,373",40,2025
Hockley County,"Hockley County, TX",$623,$731,$826,"$1,174","$1,407",40,2025
Hood County,"Hood County, TX",$831,$992,"$1,210","$1,473","$1,780",40,2025
Hopkins County,"Hopkins County, TX",$612,$732,$916,"$1,302","$1,370",40,2025
Houston County,"Houston County, TX",$623,$635,$826,"$1,007","$1,110",40,2025
Howard County,"Howard County, TX",$755,$883,"$1,074","$1,307","$1,829",40,2025
Hudspeth County,"Hudspeth County, TX HUD Metro FMR Area",$631,$774,$918,"$1,117","$1,564",40,2025
Hunt County,"Dallas, TX HUD Metro FMR Area","$1,259","$1,326","$1,565","$1,972","$2,572",40,2025
Hutchinson County,"Hutchinson County, TX",$709,$714,$940,"$1,192","$1,341",40,2025
Irion County,"San Angelo, TX HUD Metro FMR Area",$713,$851,"$1,066","$1,395","$1,801",40,2025
Jack County,"Jack County, TX",$623,$658,$826,"$1,174","$1,407",40,2025
Jackson County,"Jackson County, TX",$703,$825,$932,"$1,293","$1,371",40,2025
Jasper County,"Jasper County, TX",$688,$701,$913,"$1,222","$1,226",40,2025
Jeff Davis County,"Jeff Davis County, TX",$667,$705,$885,"$1,161","$1,302",40,2025
Jefferson County,"Beaumont-Port Arthur, TX MSA",$792,$849,"$1,027","$1,343","$1,402",40,2025
Jim Hogg County,"Jim Hogg County, TX",$623,$658,$826,"$1,174","$1,215",40,2025
Jim Wells County,"Jim Wells County, TX",$680,$728,$902,"$1,142","$1,536",40,2025
Johnson County,"Fort Worth-Arlington, TX HUD Metro FMR Area","$1,101","$1,234","$1,456","$1,927","$2,385",40,2025
Jones County,"Abilene, TX MSA",$732,$779,"$1,006","$1,360","$1,649",40,2025
Karnes County,"Karnes County, TX",$647,$778,$879,"$1,234","$1,340",40,2025
Kaufman County,"Dallas, TX HUD Metro FMR Area","$1,259","$1,326","$1,565","$1,972","$2,572",40,2025
Kendall County,"Kendall County, TX HUD Metro FMR Area","$1,004","$1,216","$1,502","$1,828","$2,299",40,2025
Kenedy County,"Kenedy County, TX",$667,$705,$885,"$1,161","$1,302",40,2025
Kent County,"Kent County, TX",$667,$705,$885,"$1,161","$1,302",40,2025
Kerr County,"Kerr County, TX",$777,$848,"$1,031","$1,367","$1,579",40,2025
Kimble County,"Kimble County, TX",$650,$718,$862,"$1,049","$1,268",40,2025
King County,"King County, TX",$667,$705,$885,"$1,161","$1,302",40,2025
Kinney County,"Kinney County, TX",$667,$705,$885,"$1,161","$1,302",40,2025
Kleberg County,"Kleberg County, TX",$756,$822,"$1,082","$1,317","$1,630",40,2025
Knox County,"Knox County, TX",$623,$658,$826,"$1,005","$1,215",40,2025
La Salle County,"La Salle County, TX",$623,$731,$826,"$1,174","$1,215",40,2025
Lamar County,"Lamar County, TX",$562,$655,$841,"$1,136","$1,433",40,2025
Lamb County,"Lamb County, TX",$623,$628,$826,"$1,110","$1,171",40,2025
Lampasas County,"Lampasas County, TX HUD Metro FMR Area",$681,$685,$902,"$1,272","$1,536",40,2025
Lavaca County,"Lavaca County, TX",$700,$720,$929,"$1,151","$1,248",40,2025
Lee County,"Lee County, TX",$814,$896,"$1,079","$1,313","$1,587",40,2025
Leon County,"Leon County, TX",$662,$667,$878,"$1,136","$1,292",40,2025
Liberty County,"Houston-The Woodlands-Sugar Land, TX HUD Metro FMR Area","$1,030","$1,095","$1,307","$1,722","$2,226",40,2025
Limestone County,"Limestone County, TX",$590,$670,$882,"$1,073","$1,353",40,2025
Lipscomb County,"Lipscomb County, TX",$650,$686,$862,"$1,059","$1,268",40,2025
Live Oak County,"Live Oak County, TX",$627,$632,$832,"$1,182","$1,224",40,2025
Llano County,"Llano County, TX",$804,$810,"$1,066","$1,297","$1,577",40,2025
Loving County,"Loving County, TX",$667,$705,$885,"$1,161","$1,302",40,2025
Lubbock County,"Lubbock, TX HUD Metro FMR Area",$726,$838,"$1,017","$1,425","$1,672",40,2025
Lynn County,"Lynn County, TX HUD Metro FMR Area",$591,$681,$826,"$1,174","$1,407",40,2025
Madison County,"Madison County, TX",$666,$769,$884,"$1,121","$1,300",40,2025
Marion County,"Marion County, TX",$623,$687,$826,"$1,148","$1,215",40,2025
Martin County,"Martin County, TX HUD Metro FMR Area",$690,$694,$826,"$1,174","$1,407",40,2025
Mason County,"Mason County, TX",$636,$672,$844,"$1,134","$1,242",40,2025
Matagorda County,"Matagorda County, TX",$760,$765,"$1,007","$1,328","$1,715",40,2025
Maverick County,"Maverick County, TX",$671,$676,$844,"$1,071","$1,134",40,2025
McCulloch County,"McCulloch County, TX",$707,$747,$938,"$1,142","$1,380",40,2025
McLennan County,"Waco, TX HUD Metro FMR Area",$710,$787,$996,"$1,307","$1,354",40,2025
McMullen County,"McMullen County, TX",$667,$705,$885,"$1,161","$1,302",40,2025
Medina County,"Medina County, TX HUD Metro FMR Area",$720,$763,"$1,005","$1,318","$1,350",40,2025
Menard County,"Menard County, TX",$623,$658,$826,"$1,161","$1,215",40,2025
Midland County,"Midland, TX HUD Metro FMR Area","$1,111","$1,118","$1,330","$1,681","$2,265",40,2025
Milam County,"Milam County, TX",$623,$631,$826,"$1,074","$1,407",40,2025
Mills County,"Mills County, TX",$623,$658,$826,"$1,005","$1,215",40,2025
Mitchell County,"Mitchell County, TX",$623,$731,$826,"$1,174","$1,215",40,2025
Montague County,"Montague County, TX",$765,$771,"$1,015","$1,358","$1,364",40,2025
Montgomery County,"Houston-The Woodlands-Sugar Land, TX HUD Metro FMR Area","$1,030","$1,095","$1,307","$1,722","$2,226",40,2025
Moore County,"Moore County, TX",$733,$738,$971,"$1,182","$1,428",40,2025
Morris County,"Morris County, TX",$552,$628,$826,"$1,174","$1,324",40,2025
Motley County,"Motley County, TX",$623,$658,$826,"$1,062","$1,215",40,2025
Nacogdoches County,"Nacogdoches County, TX",$682,$769,$905,"$1,176","$1,439",40,2025
Navarro County,"Navarro County, TX",$595,$672,$885,"$1,252","$1,507",40,2025
Newton County,"Newton County, TX",$623,$658,$826,"$1,143","$1,215",40,2025
Nolan County,"Nolan County, TX",$637,$642,$845,"$1,201","$1,439",40,2025
Nueces County,"Corpus Christi, TX MSA",$950,"$1,034","$1,262","$1,647","$1,927",40,2025
Ochiltree County,"Ochiltree County, TX",$700,$739,$928,"$1,139","$1,365",40,2025
Oldham County,"Oldham County, TX HUD Metro FMR Area",$678,$788,$984,"$1,198","$1,561",40,2025
Orange County,"Beaumont-Port Arthur, TX MSA",$792,$849,"$1,027","$1,343","$1,402",40,2025
Palo Pinto County,"Palo Pinto County, TX",$636,$696,$916,"$1,199","$1,288",40,2025
Panola County,"Panola County, TX",$651,$656,$864,"$1,052","$1,216",40,2025
Parker County,"Fort Worth-Arlington, TX HUD Metro FMR Area","$1,101","$1,234","$1,456","$1,927","$2,385",40,2025
Parmer County,"Parmer County, TX",$632,$725,$838,"$1,040","$1,421",40,2025
Pecos County,"Pecos County, TX",$623,$813,$918,"$1,305","$1,350",40,2025
Polk County,"Polk County, TX",$653,$763,$862,"$1,183","$1,249",40,2025
Potter County,"Amarillo, TX HUD Metro FMR Area",$670,$778,$972,"$1,322","$1,542",40,2025
Presidio County,"Presidio County, TX",$623,$731,$826,"$1,174","$1,215",40,2025
Rains County,"Rains County, TX",$623,$728,$826,"$1,139","$1,215",40,2025
Randall County,"Amarillo, TX HUD Metro FMR Area",$670,$778,$972,"$1,322","$1,542",40,2025
Reagan County,"Reagan County, TX",$750,$792,$995,"$1,211","$1,464",40,2025
Real County,"Real County, TX",$698,$737,$926,"$1,316","$1,362",40,2025
Red River County,"Red River County, TX",$623,$696,$826,"$1,005","$1,215",40,2025
Reeves County,"Reeves County, TX",$688,$726,$912,"$1,265","$1,342",40,2025
Refugio County,"Refugio County, TX",$634,$713,$841,"$1,024","$1,315",40,2025
Roberts County,"Roberts County, TX",$667,$705,$885,"$1,161","$1,302",40,2025
Robertson County,"College Station-Bryan, TX MSA",$839,$904,"$1,024","$1,455","$1,571",40,2025
Rockwall County,"Dallas, TX HUD Metro FMR Area","$1,259","$1,326","$1,565","$1,972","$2,572",40,2025
Runnels County,"Runnels County, TX",$670,$675,$889,"$1,082","$1,194",40,2025
Rusk County,"Rusk County, TX HUD Metro FMR Area",$692,$697,$917,"$1,153","$1,302",40,2025
Sabine County,"Sabine County, TX",$623,$700,$826,"$1,174","$1,407",40,2025
San Augustine County,"San Augustine County, TX",$688,$694,$913,"$1,111","$1,343",40,2025
San Jacinto County,"San Jacinto County, TX",$623,$731,$826,"$1,105","$1,110",40,2025
San Patricio County,"Corpus Christi, TX MSA",$950,"$1,034","$1,262","$1,647","$1,927",40,2025
San Saba County,"San Saba County, TX",$692,$697,$918,"$1,117","$1,350",40,2025
Schleicher County,"Schleicher County, TX",$667,$705,$885,"$1,161","$1,302",40,2025
Scurry County,"Scurry County, TX",$679,$797,$900,"$1,222","$1,532",40,2025
Shackelford County,"Shackelford County, TX",$667,$705,$885,"$1,161","$1,302",40,2025
Shelby County,"Shelby County, TX",$623,$698,$826,"$1,174","$1,299",40,2025
Sherman County,"Sherman County, TX",$623,$658,$826,"$1,174","$1,277",40,2025
Smith County,"Tyler, TX MSA",$923,$927,"$1,133","$1,460","$1,787",40,2025
Somervell County,"Somervell County, TX",$722,$785,$957,"$1,360","$1,408",40,2025
Starr County,"Starr County, TX",$623,$628,$826,"$1,125","$1,215",40,2025
Stephens County,"Stephens County, TX",$623,$644,$826,"$1,174","$1,215",40,2025
Sterling County,"Sterling County, TX HUD Metro FMR Area",$714,$853,"$1,068","$1,396","$1,803",40,2025
Stonewall County,"Stonewall County, TX",$667,$705,$885,"$1,161","$1,302",40,2025
Sutton County,"Sutton County, TX",$623,$670,$826,"$1,084","$1,215",40,2025
Swisher County,"Swisher County, TX",$623,$649,$826,"$1,174","$1,215",40,2025
Tarrant County,"Fort Worth-Arlington, TX HUD Metro FMR Area","$1,101","$1,234","$1,456","$1,927","$2,385",40,2025
Taylor County,"Abilene, TX MSA",$732,$779,"$1,006","$1,360","$1,649",40,2025
Terrell County,"Terrell County, TX",$667,$705,$885,"$1,161","$1,302",40,2025
Terry County,"Terry County, TX",$628,$633,$833,"$1,115","$1,119",40,2025
Throckmorton County,"Throckmorton County, TX",$623,$658,$826,"$1,009","$1,215",40,2025
Titus County,"Titus County, TX",$636,$640,$830,"$1,108","$1,124",40,2025
Tom Green County,"San Angelo, TX HUD Metro FMR Area",$713,$851,"$1,066","$1,395","$1,801",40,2025
Travis County,"Austin-Round Rock, TX MSA","$1,253","$1,386","$1,626","$2,088","$2,416",40,2025
Trinity County,"Trinity County, TX",$688,$724,$913,"$1,111","$1,520",40,2025
Tyler County,"Tyler County, TX",$623,$731,$826,"$1,093","$1,215",40,2025
Upshur County,"Longview, TX HUD Metro FMR Area",$771,$848,"$1,009","$1,406","$1,561",40,2025
Upton County,"Upton County, TX",$623,$731,$826,"$1,084","$1,215",40,2025
Uvalde County,"Uvalde County, TX",$663,$778,$879,"$1,220","$1,435",40,2025
Val Verde County,"Val Verde County, TX",$679,$684,$900,"$1,207","$1,324",40,2025
Van Zandt County,"Van Zandt County, TX",$613,$716,$917,"$1,303","$1,350",40,2025
Victoria County,"Victoria, TX MSA",$876,$949,"$1,180","$1,503","$1,696",40,2025
Walker County,"Walker County, TX",$730,$917,"$1,092","$1,329","$1,860",40,2025
Waller County,"Houston-The Woodlands-Sugar Land, TX HUD Metro FMR Area","$1,030","$1,095","$1,307","$1,722","$2,226",40,2025
Ward County,"Ward County, TX",$775,$865,"$1,028","$1,251","$1,512",40,2025
Washington County,"Washington County, TX",$817,$850,$971,"$1,341","$1,480",40,2025
Webb County,"Laredo, TX MSA",$791,$796,$995,"$1,276","$1,380",40,2025
Wharton County,"Wharton County, TX",$658,$713,$873,"$1,241","$1,439",40,2025
Wheeler County,"Wheeler County, TX",$623,$628,$826,"$1,005","$1,215",40,2025
Wichita County,"Wichita Falls, TX MSA",$712,$771,$943,"$1,274","$1,459",40,2025
Wilbarger County,"Wilbarger County, TX",$632,$637,$838,"$1,020","$1,233",40,2025
Willacy County,"Willacy County, TX",$623,$628,$826,"$1,105","$1,110",40,2025
Williamson County,"Austin-Round Rock, TX MSA","$1,253","$1,386","$1,626","$2,088","$2,416",40,2025
Wilson County,"San Antonio-New Braunfels, TX HUD Metro FMR Area",$918,"$1,057","$1,282","$1,631","$1,987",40,2025
Winkler County,"Winkler County, TX",$688,$726,$912,"$1,226","$1,342",40,2025
Wise County,"Wise County, TX HUD Metro FMR Area",$925,$946,"$1,068","$1,517","$1,544",40,2025
Wood County,"Wood County, TX",$633,$719,$947,"$1,153","$1,393",40,2025
Yoakum County,"Yoakum County, TX",$761,$855,"$1,009","$1,228","$1,484",40,2025
Young County,"Young County, TX",$630,$731,$835,"$1,104","$1,422",40,2025
Zapata County,"Zapata County, TX",$623,$667,$826,"$1,031","$1,215",40,2025
Zavala County,"Zavala County, TX",$623,$658,$826,"$1,172","$1,215",40,2025
"Abilene, TX MSA",$860,$876,"$1,117","$1,488","$1,789",40,,2025
"Amarillo, TX HUD Metro FMR Area",$754,$879,"$1,082","$1,482","$1,728",40,,2025
"Atascosa County, TX HUD Metro FMR Area",$831,"$1,011","$1,135","$1,405","$1,583",40,,2025
"Austin County, TX HUD Metro FMR Area",$727,$821,$922,"$1,299","$1,565",40,,2025
"Austin-Round Rock, TX MSA","$1,519","$1,635","$1,924","$2,470","$2,840",40,,2025
"Beaumont-Port Arthur, TX MSA",$892,$932,"$1,126","$1,470","$1,575",40,,2025
"Brazoria County, TX HUD Metro FMR Area",$960,"$1,194","$1,340","$1,744","$2,274",40,,2025
"Brownsville-Harlingen, TX MSA",$660,$761,$965,"$1,270","$1,374",40,,2025
"College Station-Bryan, TX MSA",$958,"$1,015","$1,140","$1,606","$1,710",40,,2025
"Corpus Christi, TX MSA","$1,030","$1,104","$1,355","$1,763","$2,066",40,,2025
"Dallas, TX HUD Metro FMR Area","$1,426","$1,500","$1,758","$2,212","$2,847",40,,2025
"El Paso, TX HUD Metro FMR Area",$804,$980,"$1,150","$1,594","$1,952",40,,2025
"Falls County, TX HUD Metro FMR Area",$627,$737,$905,"$1,275","$1,536",40,,2025
"Fort Worth-Arlington, TX HUD Metro FMR Area","$1,266","$1,384","$1,617","$2,144","$2,615",40,,2025
"Harrison County, TX HUD Metro FMR Area",$800,$840,"$1,104","$1,335","$1,500",40,,2025
"Houston-The Woodlands-Sugar Land, TX HUD Metro FMR Area","$1,073","$1,135","$1,357","$1,792","$2,303",40,,2025
"Hudspeth County, TX HUD Metro FMR Area",$736,$897,"$1,053","$1,273","$1,787",40,,2025
